time	V(rpm)	I(L1)
4.007592567122906e+01	3.504334e+02	1.791962e+00
4.007991109980043e+01	3.654837e+02	1.765756e+00
4.008389652837180e+01	3.799746e+02	1.740524e+00
4.008788195694317e+01	3.939063e+02	1.716266e+00
4.009186738551454e+01	4.072787e+02	1.692982e+00
4.009585281408591e+01	4.200918e+02	1.670672e+00
4.009586081408591e+01	4.201171e+02	1.670628e+00
4.010052252837154e+01	4.344863e+02	1.645608e+00
4.010518424265718e+01	4.482852e+02	1.621581e+00
4.010984595694281e+01	4.615139e+02	1.598547e+00
4.011450767122845e+01	4.741724e+02	1.576506e+00
4.011916938551408e+01	4.862607e+02	1.555458e+00
4.012383109979972e+01	4.977788e+02	1.535402e+00
4.012849281408536e+01	5.087266e+02	1.516340e+00
4.012850081408536e+01	5.087451e+02	1.516307e+00
4.013485381408528e+01	5.228698e+02	1.491713e+00
4.014120681408521e+01	5.362594e+02	1.468399e+00
4.014755981408513e+01	5.489138e+02	1.446365e+00
4.015391281408507e+01	5.608332e+02	1.425611e+00
4.016026581408499e+01	5.720174e+02	1.406137e+00
4.016661881408492e+01	5.824665e+02	1.387943e+00
4.017297181408485e+01	5.921804e+02	1.371029e+00
4.017303581408485e+01	5.922765e+02	1.370861e+00
4.018289424265621e+01	6.061497e+02	1.346705e+00
4.019275267122758e+01	6.189947e+02	1.324339e+00
4.020261109979894e+01	6.308116e+02	1.303764e+00
4.021246952837031e+01	6.416003e+02	1.284978e+00
4.022232795694168e+01	6.513608e+02	1.267983e+00
4.023218638551305e+01	6.600932e+02	1.252778e+00
4.024204481408441e+01	6.677974e+02	1.239364e+00
4.024217281408441e+01	6.678957e+02	1.239192e+00
4.026391895694151e+01	6.820471e+02	1.214552e+00
4.028566509979861e+01	6.943948e+02	1.193052e+00
4.030741124265571e+01	7.049387e+02	1.174692e+00
4.032915738551281e+01	7.136790e+02	1.159474e+00
4.035090352836991e+01	7.206155e+02	1.147396e+00
4.037264967122701e+01	7.257483e+02	1.138459e+00
4.039439581408411e+01	7.290774e+02	1.132662e+00
4.039541981408411e+01	7.292570e+02	1.132349e+00
4.042261567122694e+01	7.330354e+02	1.125770e+00
4.044981152836976e+01	7.362759e+02	1.120128e+00
4.047700738551259e+01	7.389785e+02	1.115422e+00
4.050420324265541e+01	7.411431e+02	1.111653e+00
4.053139909979823e+01	7.427699e+02	1.108821e+00
4.055859495694106e+01	7.438587e+02	1.106925e+00
4.058579081408388e+01	7.444095e+02	1.105965e+00
4.058579181408388e+01	7.444095e+02	1.105965e+00
4.077616481408364e+01	7.468092e+02	1.101787e+00
4.096653981408340e+01	7.471892e+02	1.101125e+00
4.115691881408317e+01	7.472494e+02	1.101021e+00
4.134730581408294e+01	7.472589e+02	1.101004e+00
4.153770881408270e+01	7.472604e+02	1.101001e+00
4.172814381408246e+01	7.472607e+02	1.101001e+00
4.191864281408223e+01	7.472607e+02	1.101001e+00
4.210926981408199e+01	7.472607e+02	1.101001e+00
4.230015281408176e+01	7.472607e+02	1.101001e+00
4.249154781408152e+01	7.472607e+02	1.101001e+00
4.268191981408128e+01	7.472607e+02	1.101001e+00
4.287229281408105e+01	7.472607e+02	1.101001e+00
4.306266781408081e+01	7.472607e+02	1.101001e+00
4.325304681408058e+01	7.472607e+02	1.101001e+00
4.344343381408034e+01	7.472607e+02	1.101001e+00
4.363383681408011e+01	7.472607e+02	1.101001e+00
4.382427181407987e+01	7.472607e+02	1.101001e+00
4.401477081407963e+01	7.472607e+02	1.101001e+00
4.420539781407940e+01	7.472607e+02	1.101001e+00
4.439628081407916e+01	7.472607e+02	1.101001e+00
4.458767581407893e+01	7.472607e+02	1.101001e+00
4.477804781407869e+01	7.472607e+02	1.101001e+00
4.496842081407846e+01	7.472607e+02	1.101001e+00
4.515879581407822e+01	7.472607e+02	1.101001e+00
4.534917481407798e+01	7.472607e+02	1.101001e+00
4.553956181407775e+01	7.472607e+02	1.101001e+00
4.572996481407751e+01	7.472607e+02	1.101001e+00
4.592039981407728e+01	7.472607e+02	1.101001e+00
4.611089881407704e+01	7.472607e+02	1.101001e+00
4.630152581407680e+01	7.472607e+02	1.101001e+00
4.649240881407657e+01	7.472607e+02	1.101001e+00
4.668380381407633e+01	7.472607e+02	1.101001e+00
4.687417581407610e+01	7.472607e+02	1.101001e+00
4.706454881407586e+01	7.472607e+02	1.101001e+00
4.725492381407562e+01	7.472607e+02	1.101001e+00
4.744530281407539e+01	7.472607e+02	1.101001e+00
4.763568981407516e+01	7.472607e+02	1.101001e+00
4.782609281407492e+01	7.472607e+02	1.101001e+00
4.801652781407468e+01	7.472607e+02	1.101001e+00
4.820702681407445e+01	7.472607e+02	1.101001e+00
4.839765381407421e+01	7.472607e+02	1.101001e+00
4.858853681407398e+01	7.472607e+02	1.101001e+00
4.877993181407374e+01	7.472607e+02	1.101001e+00
4.897030381407350e+01	7.472607e+02	1.101001e+00
4.916067681407327e+01	7.472607e+02	1.101001e+00
4.935105181407303e+01	7.472607e+02	1.101001e+00
4.954143081407280e+01	7.472607e+02	1.101001e+00
4.973181781407256e+01	7.472607e+02	1.101001e+00
4.992222081407233e+01	7.472607e+02	1.101001e+00
5.001001056482409e+01	7.472607e+02	1.100806e+00
5.001007847753044e+01	7.472615e+02	1.094929e+00
5.001014639023679e+01	7.472598e+02	1.087300e+00
5.001021430294314e+01	7.472556e+02	1.077918e+00
5.001028221564949e+01	7.472488e+02	1.066785e+00
5.001035012835584e+01	7.472394e+02	1.053899e+00
5.001041804106219e+01	7.472275e+02	1.039261e+00
5.001048595376854e+01	7.472130e+02	1.022871e+00
5.001143895376806e+01	7.466392e+02	7.972777e-01
5.001177995376789e+01	7.462674e+02	7.160121e-01
5.001212095376773e+01	7.458090e+02	6.348962e-01
5.001246195376756e+01	7.452642e+02	5.539301e-01
5.001280295376739e+01	7.446329e+02	4.731136e-01
5.001314395376722e+01	7.439151e+02	3.924470e-01
5.001348495376705e+01	7.431109e+02	3.119300e-01
5.001382595376688e+01	7.422202e+02	2.315628e-01
5.001382795376689e+01	7.422147e+02	2.310919e-01
5.001397266805252e+01	7.418109e+02	1.970310e-01
5.001411738233817e+01	7.413918e+02	1.629967e-01
5.001426209662381e+01	7.409573e+02	1.289892e-01
5.001440681090946e+01	7.405075e+02	9.500828e-02
5.001455152519510e+01	7.400424e+02	6.105407e-02
5.001469623948074e+01	7.395620e+02	2.712653e-02
5.001484095376638e+01	7.390662e+02	-6.774338e-03
5.001503723948057e+01	7.383694e+02	-5.271385e-02
5.001523352519476e+01	7.376447e+02	-9.860484e-02
5.001542981090895e+01	7.368922e+02	-1.444473e-01
5.001562609662314e+01	7.361118e+02	-1.902413e-01
5.001582238233733e+01	7.353035e+02	-2.359868e-01
5.001601866805152e+01	7.344674e+02	-2.816837e-01
5.001621495376570e+01	7.336034e+02	-3.273322e-01
5.001621895376570e+01	7.335855e+02	-3.282619e-01
5.001655995376553e+01	7.320173e+02	-4.074483e-01
5.001690095376537e+01	7.303666e+02	-4.864909e-01
5.001724195376519e+01	7.286333e+02	-5.653897e-01
5.001758295376503e+01	7.268175e+02	-6.441448e-01
5.001792395376486e+01	7.249190e+02	-7.227561e-01
5.001826495376469e+01	7.229381e+02	-8.012236e-01
5.001860595376452e+01	7.208745e+02	-8.795474e-01
5.001860695376452e+01	7.208683e+02	-8.797769e-01
5.002000000000000e+01	7.115953e+02	-1.198276e+00
5.002006810628376e+01	7.111066e+02	-1.209226e+00
5.002013621256753e+01	7.106171e+02	-1.218069e+00
5.002020431885129e+01	7.101269e+02	-1.224803e+00
5.002027242513506e+01	7.096358e+02	-1.229430e+00
5.002034053141882e+01	7.091438e+02	-1.231948e+00
5.002040863770259e+01	7.086511e+02	-1.232359e+00
5.002047674398636e+01	7.081576e+02	-1.230662e+00
5.002689074398631e+01	6.631493e+02	-1.154798e+00
5.002953974398630e+01	6.453878e+02	-1.123871e+00
5.003218874398627e+01	6.280490e+02	-1.093680e+00
5.003483774398626e+01	6.111329e+02	-1.064226e+00
5.003748674398624e+01	5.946394e+02	-1.035507e+00
5.004013574398622e+01	5.785687e+02	-1.007525e+00
5.004278474398620e+01	5.629207e+02	-9.802782e-01
5.004543374398618e+01	5.476954e+02	-9.537677e-01
5.004543574398618e+01	5.476840e+02	-9.537479e-01
5.004808517255759e+01	5.328388e+02	-9.278993e-01
5.005073460112900e+01	5.183470e+02	-9.026660e-01
5.005338402970041e+01	5.042086e+02	-8.780480e-01
5.005603345827182e+01	4.904235e+02	-8.540452e-01
5.005868288684323e+01	4.769917e+02	-8.306576e-01
5.006133231541464e+01	4.639133e+02	-8.078853e-01
5.006398174398605e+01	4.511883e+02	-7.857282e-01
5.006398974398605e+01	4.511503e+02	-7.856621e-01
5.006664088684317e+01	4.387378e+02	-7.640493e-01
5.006929202970030e+01	4.266210e+02	-7.429513e-01
5.007194317255743e+01	4.147998e+02	-7.223680e-01
5.007459431541454e+01	4.032742e+02	-7.022995e-01
5.007724545827167e+01	3.920442e+02	-6.827457e-01
5.007989660112879e+01	3.811098e+02	-6.637066e-01
5.008254774398592e+01	3.704711e+02	-6.451823e-01
5.008257974398592e+01	3.703441e+02	-6.449613e-01
5.008697760112870e+01	3.533318e+02	-6.153393e-01
5.009137545827149e+01	3.369609e+02	-5.868340e-01
5.009577331541427e+01	3.212313e+02	-5.594454e-01
5.010017117255706e+01	3.061431e+02	-5.331736e-01
5.010456902969985e+01	2.916962e+02	-5.080186e-01
5.010896688684263e+01	2.778908e+02	-4.839803e-01
5.011336474398541e+01	2.647267e+02	-4.610587e-01
5.011400974398540e+01	2.628330e+02	-4.577615e-01
5.011828902969961e+01	2.506124e+02	-4.364828e-01
5.012256831541383e+01	2.388415e+02	-4.159871e-01
5.012684760112804e+01	2.275202e+02	-3.962744e-01
5.013112688684225e+01	2.166486e+02	-3.773447e-01
5.013540617255646e+01	2.062267e+02	-3.591979e-01
5.013968545827068e+01	1.962545e+02	-3.418342e-01
5.014396474398490e+01	1.867320e+02	-3.252534e-01
5.014664974398485e+01	1.809277e+02	-3.151469e-01
5.015060631541338e+01	1.726697e+02	-3.007680e-01
5.015456288684190e+01	1.646959e+02	-2.868839e-01
5.015851945827043e+01	1.570064e+02	-2.734948e-01
5.016247602969896e+01	1.496010e+02	-2.606004e-01
5.016643260112749e+01	1.424798e+02	-2.482010e-01
5.017038917255601e+01	1.356429e+02	-2.362964e-01
5.017434574398455e+01	1.290901e+02	-2.248866e-01
5.017768560112738e+01	1.237397e+02	-2.155704e-01
5.018102545827021e+01	1.185468e+02	-2.065285e-01
5.018436531541304e+01	1.135115e+02	-1.977609e-01
5.018770517255587e+01	1.086337e+02	-1.892677e-01
5.019104502969870e+01	1.039135e+02	-1.810488e-01
5.019438488684153e+01	9.935090e+01	-1.731043e-01
5.019772474398436e+01	9.494581e+01	-1.654341e-01
5.019772574398436e+01	9.494451e+01	-1.654318e-01
5.020145302969861e+01	9.019437e+01	-1.571608e-01
5.020518031541287e+01	8.559873e+01	-1.491588e-01
5.020890760112712e+01	8.115757e+01	-1.414258e-01
5.021263488684139e+01	7.687090e+01	-1.339618e-01
5.021636217255564e+01	7.273873e+01	-1.267668e-01
5.022008945826990e+01	6.876105e+01	-1.198408e-01
5.022381674398415e+01	6.493785e+01	-1.131838e-01
5.022717302969842e+01	6.160725e+01	-1.073845e-01
5.023052931541270e+01	5.837524e+01	-1.017569e-01
5.023388560112696e+01	5.524182e+01	-9.630098e-02
5.023724188684124e+01	5.220700e+01	-9.101671e-02
5.024059817255551e+01	4.927078e+01	-8.590412e-02
5.024395445826978e+01	4.643315e+01	-8.096320e-02
5.024731074398405e+01	4.369411e+01	-7.619395e-02
5.025047102969832e+01	4.119300e+01	-7.183897e-02
5.025363131541260e+01	3.876193e+01	-6.760597e-02
5.025679160112688e+01	3.640092e+01	-6.349493e-02
5.025995188684115e+01	3.410995e+01	-5.950587e-02
5.026311217255542e+01	3.188903e+01	-5.563878e-02
5.026627245826970e+01	2.973816e+01	-5.189366e-02
5.026943274398398e+01	2.765734e+01	-4.827050e-02
5.027073031541254e+01	2.681945e+01	-4.681155e-02
5.027202788684111e+01	2.599169e+01	-4.537025e-02
5.027332545826967e+01	2.517407e+01	-4.394659e-02
5.027462302969825e+01	2.436658e+01	-4.254059e-02
5.027592060112681e+01	2.356923e+01	-4.115224e-02
5.027721817255538e+01	2.278202e+01	-3.978154e-02
5.027851574398395e+01	2.200495e+01	-3.842849e-02
5.027851974398394e+01	2.200257e+01	-3.842434e-02
5.028131360112679e+01	2.036443e+01	-3.557199e-02
5.028410745826964e+01	1.876724e+01	-3.279094e-02
5.028690131541249e+01	1.721100e+01	-3.008120e-02
5.028969517255533e+01	1.569571e+01	-2.744276e-02
5.029248902969818e+01	1.422138e+01	-2.487563e-02
5.029528288684103e+01	1.278800e+01	-2.237980e-02
5.029807674398388e+01	1.139557e+01	-1.995528e-02
5.030084560112673e+01	1.005192e+01	-1.761570e-02
5.030361445826959e+01	8.741571e+00	-1.533411e-02
5.030638331541244e+01	7.464527e+00	-1.311051e-02
5.030915217255529e+01	6.220786e+00	-1.094489e-02
5.031192102969814e+01	5.010348e+00	-8.837258e-03
5.031468988684099e+01	3.833213e+00	-6.787614e-03
5.031745874398385e+01	2.689380e+00	-4.795957e-03
5.031847317255528e+01	2.277199e+00	-4.078262e-03
5.031948760112670e+01	1.868988e+00	-3.367479e-03
5.032050202969813e+01	1.464746e+00	-2.663608e-03
5.032151645826956e+01	1.064474e+00	-1.966648e-03
5.032253088684099e+01	6.681706e-01	-1.276600e-03
5.032354531541241e+01	2.758370e-01	-5.934634e-04
5.032455974398384e+01	-1.125271e-01	8.276146e-05
5.032689917255527e+01	-9.935701e-01	1.616845e-03
5.032923860112669e+01	-1.855862e+00	3.118279e-03
5.033157802969811e+01	-2.699403e+00	4.587064e-03
5.033391745826955e+01	-3.524192e+00	6.023199e-03
5.033625688684097e+01	-4.330231e+00	7.426684e-03
5.033859631541240e+01	-5.117518e+00	8.797519e-03
5.034093574398382e+01	-5.886055e+00	1.013570e-02
5.034492002969810e+01	-7.153532e+00	1.234265e-02
5.034890431541238e+01	-8.377214e+00	1.447335e-02
5.035288860112666e+01	-9.557102e+00	1.652778e-02
5.035687288684094e+01	-1.069320e+01	1.850596e-02
5.036085717255522e+01	-1.178549e+01	2.040789e-02
5.036484145826950e+01	-1.283400e+01	2.223356e-02
5.036882574398378e+01	-1.383871e+01	2.398297e-02
5.037507788684093e+01	-1.533363e+01	2.658594e-02
5.038133002969807e+01	-1.675218e+01	2.905594e-02
5.038758217255521e+01	-1.809436e+01	3.139296e-02
5.039383431541235e+01	-1.936017e+01	3.359701e-02
5.040008645826949e+01	-2.054960e+01	3.566807e-02
5.040633860112663e+01	-2.166267e+01	3.760617e-02
5.041259074398378e+01	-2.269937e+01	3.941128e-02
5.042619317255520e+01	-2.471266e+01	4.291685e-02
5.043979560112663e+01	-2.653649e+01	4.609252e-02
5.045339802969805e+01	-2.817087e+01	4.893832e-02
5.046700045826947e+01	-2.961578e+01	5.145422e-02
5.048060288684090e+01	-3.087124e+01	5.364023e-02
5.049420531541232e+01	-3.193723e+01	5.549636e-02
5.050780774398375e+01	-3.281377e+01	5.702261e-02
5.052770160112660e+01	-3.392455e+01	5.895671e-02
5.054759545826946e+01	-3.490069e+01	6.065638e-02
5.056748931541231e+01	-3.574219e+01	6.212161e-02
5.058738317255517e+01	-3.644906e+01	6.335242e-02
5.060727702969803e+01	-3.702129e+01	6.434879e-02
5.062717088684088e+01	-3.745888e+01	6.511073e-02
5.064706474398373e+01	-3.776183e+01	6.563824e-02
5.065613645826945e+01	-3.790528e+01	6.588800e-02
5.066520817255516e+01	-3.803886e+01	6.612060e-02
5.067427988684088e+01	-3.816258e+01	6.633602e-02
5.068335160112659e+01	-3.827644e+01	6.653428e-02
5.069242331541231e+01	-3.838044e+01	6.671536e-02
5.070149502969802e+01	-3.847457e+01	6.687927e-02
5.071056674398373e+01	-3.855885e+01	6.702600e-02
5.071058274398374e+01	-3.855899e+01	6.702626e-02
5.075387745826945e+01	-3.882485e+01	6.748917e-02
5.079717217255516e+01	-3.904433e+01	6.787134e-02
5.084046688684088e+01	-3.921743e+01	6.817275e-02
5.088376160112659e+01	-3.934416e+01	6.839342e-02
5.092705631541230e+01	-3.942452e+01	6.853333e-02
5.097035102969802e+01	-3.945850e+01	6.859250e-02
5.101364574398373e+01	-3.944611e+01	6.857091e-02
5.293921874398372e+01	-3.949581e+01	6.865746e-02
5.517505474398370e+01	-3.949581e+01	6.865746e-02
5.742778974398369e+01	-3.949581e+01	6.865746e-02
5.965600574398367e+01	-3.949581e+01	6.865746e-02
6.000000000000000e+01	-3.949581e+01	6.865746e-02
6.000001957877249e+01	-3.949587e+01	6.905157e-02
6.000003915754498e+01	-3.949584e+01	6.980513e-02
6.000005873631746e+01	-3.949571e+01	7.091815e-02
6.000007831508995e+01	-3.949548e+01	7.239062e-02
6.000009789386244e+01	-3.949515e+01	7.422254e-02
6.000011747263493e+01	-3.949473e+01	7.641392e-02
6.000013705140741e+01	-3.949421e+01	7.896475e-02
6.000015747997884e+01	-3.949349e+01	8.185926e-02
6.000017790855026e+01	-3.949254e+01	8.492943e-02
6.000019833712169e+01	-3.949136e+01	8.817527e-02
6.000021876569311e+01	-3.948997e+01	9.159677e-02
6.000023919426454e+01	-3.948835e+01	9.519393e-02
6.000025962283596e+01	-3.948651e+01	9.896675e-02
6.000028005140739e+01	-3.948444e+01	1.029152e-01
6.000029205140738e+01	-3.948310e+01	1.052648e-01
6.000030405140738e+01	-3.948166e+01	1.076449e-01
6.000031605140737e+01	-3.948013e+01	1.100557e-01
6.000032805140737e+01	-3.947851e+01	1.124970e-01
6.000034005140736e+01	-3.947679e+01	1.149690e-01
6.000035205140735e+01	-3.947498e+01	1.174715e-01
6.000036405140735e+01	-3.947308e+01	1.200047e-01
6.000036605140735e+01	-3.947276e+01	1.204286e-01
6.000037305140734e+01	-3.947159e+01	1.219166e-01
6.000039276569305e+01	-3.946814e+01	1.261600e-01
6.000041247997875e+01	-3.946441e+01	1.304444e-01
6.000043219426446e+01	-3.946042e+01	1.347697e-01
6.000045190855016e+01	-3.945615e+01	1.391361e-01
6.000047162283587e+01	-3.945160e+01	1.435434e-01
6.000049133712157e+01	-3.944679e+01	1.479918e-01
6.000051105140727e+01	-3.944170e+01	1.524812e-01
6.000058290855009e+01	-3.942080e+01	1.691293e-01
6.000065476569291e+01	-3.939605e+01	1.858717e-01
6.000072662283574e+01	-3.936745e+01	2.027083e-01
6.000079847997856e+01	-3.933498e+01	2.196392e-01
6.000087033712138e+01	-3.929867e+01	2.366643e-01
6.000094219426420e+01	-3.925849e+01	2.537837e-01
6.000101405140703e+01	-3.921447e+01	2.709973e-01
6.000117505140695e+01	-3.910154e+01	3.094358e-01
6.000133605140687e+01	-3.896915e+01	3.478491e-01
6.000149705140679e+01	-3.881729e+01	3.862372e-01
6.000165805140671e+01	-3.864596e+01	4.246001e-01
6.000181905140663e+01	-3.845516e+01	4.629379e-01
6.000198005140655e+01	-3.824489e+01	5.012504e-01
6.000214105140647e+01	-3.801515e+01	5.395378e-01
6.000214205140647e+01	-3.801366e+01	5.397754e-01
6.000248305140629e+01	-3.746234e+01	6.207323e-01
6.000282405140613e+01	-3.682513e+01	7.015396e-01
6.000316505140596e+01	-3.610202e+01	7.821973e-01
6.000350605140579e+01	-3.529303e+01	8.627055e-01
6.000384705140562e+01	-3.439815e+01	9.430642e-01
6.000418805140546e+01	-3.341738e+01	1.023273e+00
6.000452905140529e+01	-3.235072e+01	1.103333e+00
6.000453105140529e+01	-3.234422e+01	1.103802e+00
6.000487205140512e+01	-3.119218e+01	1.183713e+00
6.000521305140495e+01	-2.995621e+01	1.263478e+00
6.000555405140478e+01	-2.863632e+01	1.343096e+00
6.000589505140461e+01	-2.723251e+01	1.422569e+00
6.000623605140444e+01	-2.574476e+01	1.501895e+00
6.000657705140428e+01	-2.417310e+01	1.581076e+00
6.000691805140411e+01	-2.251750e+01	1.660110e+00
6.000692205140410e+01	-2.249760e+01	1.661036e+00
6.000726305140393e+01	-2.075809e+01	1.739924e+00
6.000760405140377e+01	-1.893657e+01	1.818669e+00
6.000794505140360e+01	-1.703305e+01	1.897272e+00
6.000828605140343e+01	-1.504753e+01	1.975731e+00
6.000862705140326e+01	-1.298000e+01	2.054048e+00
6.000896805140309e+01	-1.083046e+01	2.132222e+00
6.000930905140292e+01	-8.598923e+00	2.210254e+00
6.000931005140292e+01	-8.592262e+00	2.210482e+00
6.000941251208303e+01	-7.906010e+00	2.233983e+00
6.000951497276314e+01	-7.212465e+00	2.257419e+00
6.000961743344325e+01	-6.511630e+00	2.280792e+00
6.000971989412337e+01	-5.803503e+00	2.304102e+00
6.000982235480348e+01	-5.088084e+00	2.327348e+00
6.000992481548359e+01	-4.365374e+00	2.350530e+00
6.001002727616370e+01	-3.635373e+00	2.373648e+00
6.001007341902084e+01	-3.304134e+00	2.380668e+00
6.001011956187799e+01	-2.972439e+00	2.386561e+00
6.001016570473512e+01	-2.640287e+00	2.391327e+00
6.001021184759227e+01	-2.307680e+00	2.394967e+00
6.001025799044940e+01	-1.974617e+00	2.397479e+00
6.001030413330655e+01	-1.641097e+00	2.398864e+00
6.001035027616368e+01	-1.307122e+00	2.399122e+00
6.001043641902083e+01	-6.840520e-01	2.399714e+00
6.001052256187797e+01	-6.133478e-02	2.399992e+00
6.001060870473511e+01	5.610297e-01	2.399957e+00
6.001069484759226e+01	1.183042e+00	2.399610e+00
6.001078099044940e+01	1.804701e+00	2.398949e+00
6.001086713330654e+01	2.426007e+00	2.397975e+00
6.001095327616368e+01	3.046961e+00	2.396688e+00
6.001258184759224e+01	1.468054e+01	2.376498e+00
6.001421041902080e+01	2.613903e+01	2.356597e+00
6.001583899044936e+01	3.742245e+01	2.336987e+00
6.001746756187792e+01	4.853080e+01	2.317666e+00
6.001909613330648e+01	5.946406e+01	2.298635e+00
6.002072470473504e+01	7.022225e+01	2.279893e+00
6.002235327616360e+01	8.080536e+01	2.261442e+00
6.002235527616360e+01	8.081827e+01	2.261419e+00
6.002500470473501e+01	9.766733e+01	2.232081e+00
6.002765413330642e+01	1.141153e+02	2.203442e+00
6.003030356187783e+01	1.301623e+02	2.175501e+00
6.003295299044924e+01	1.458083e+02	2.148258e+00
6.003560241902065e+01	1.610531e+02	2.121713e+00
6.003825184759206e+01	1.758970e+02	2.095867e+00
6.004090127616347e+01	1.903398e+02	2.070719e+00
6.004090927616347e+01	1.903829e+02	2.070644e+00
6.004356041902059e+01	2.044709e+02	2.046114e+00
6.004621156187772e+01	2.182234e+02	2.022168e+00
6.004886270473484e+01	2.316404e+02	1.998806e+00
6.005151384759196e+01	2.447218e+02	1.976028e+00
6.005416499044909e+01	2.574677e+02	1.953835e+00
6.005681613330621e+01	2.698781e+02	1.932226e+00
6.005946727616334e+01	2.819529e+02	1.911201e+00
6.005949927616334e+01	2.820970e+02	1.910950e+00
6.006257856187759e+01	2.957319e+02	1.887209e+00
6.006565784759184e+01	3.089934e+02	1.864118e+00
6.006873713330610e+01	3.218815e+02	1.841677e+00
6.007181641902035e+01	3.343962e+02	1.819886e+00
6.007489570473461e+01	3.465376e+02	1.798745e+00
6.007797499044886e+01	3.583056e+02	1.778255e+00
6.008105427616312e+01	3.697002e+02	1.758414e+00
6.008105627616312e+01	3.697076e+02	1.758402e+00
6.008571884759161e+01	3.862938e+02	1.729521e+00
6.009038141902010e+01	4.022218e+02	1.701787e+00
6.009504399044859e+01	4.174914e+02	1.675200e+00
6.009970656187708e+01	4.321027e+02	1.649758e+00
6.010436913330557e+01	4.460558e+02	1.625463e+00
6.010903170473407e+01	4.593505e+02	1.602314e+00
6.011369427616256e+01	4.719869e+02	1.580311e+00
6.011369627616256e+01	4.719922e+02	1.580302e+00
6.011839527616249e+01	4.841766e+02	1.559086e+00
6.012309427616240e+01	4.958740e+02	1.538719e+00
6.012779327616233e+01	5.070845e+02	1.519199e+00
6.013249227616225e+01	5.178081e+02	1.500527e+00
6.013719127616217e+01	5.280448e+02	1.482703e+00
6.014189027616209e+01	5.377945e+02	1.465726e+00
6.014658927616201e+01	5.470573e+02	1.449598e+00
6.014684527616201e+01	5.475529e+02	1.448735e+00
6.015510327616195e+01	5.626952e+02	1.422369e+00
6.016336127616188e+01	5.768655e+02	1.397695e+00
6.017161927616181e+01	5.900638e+02	1.374714e+00
6.017987727616175e+01	6.022902e+02	1.353425e+00
6.018813527616168e+01	6.135447e+02	1.333829e+00
6.019639327616161e+01	6.238272e+02	1.315925e+00
6.020465127616155e+01	6.331378e+02	1.299713e+00
6.020471527616155e+01	6.332084e+02	1.299590e+00
6.021939299044721e+01	6.477933e+02	1.274195e+00
6.023407070473287e+01	6.609387e+02	1.251306e+00
6.024874841901853e+01	6.726448e+02	1.230923e+00
6.026342613330419e+01	6.829116e+02	1.213046e+00
6.027810384758985e+01	6.917390e+02	1.197676e+00
6.029278156187551e+01	6.991270e+02	1.184812e+00
6.030745927616118e+01	7.050757e+02	1.174454e+00
6.030752327616118e+01	7.051019e+02	1.174408e+00
6.033471913330400e+01	7.139497e+02	1.159003e+00
6.036191499044683e+01	7.215378e+02	1.145790e+00
6.038911084758965e+01	7.278664e+02	1.134771e+00
6.041630670473247e+01	7.329353e+02	1.125945e+00
6.044350256187529e+01	7.367446e+02	1.119312e+00
6.047069841901812e+01	7.392942e+02	1.114872e+00
6.049789427616094e+01	7.405842e+02	1.112626e+00
6.049802227616094e+01	7.405925e+02	1.112612e+00
6.068864927616070e+01	7.462073e+02	1.102835e+00
6.087953227616047e+01	7.470947e+02	1.101290e+00
6.107092727616023e+01	7.472347e+02	1.101046e+00
6.126129927616000e+01	7.472566e+02	1.101008e+00
6.145167227615976e+01	7.472601e+02	1.101002e+00
6.164204727615952e+01	7.472606e+02	1.101001e+00
6.183242627615929e+01	7.472607e+02	1.101001e+00
6.202281327615906e+01	7.472607e+02	1.101001e+00
6.221321627615882e+01	7.472607e+02	1.101001e+00
6.240365127615858e+01	7.472607e+02	1.101001e+00
6.259415027615835e+01	7.472607e+02	1.101001e+00
6.278477727615811e+01	7.472607e+02	1.101001e+00
6.297566027615787e+01	7.472607e+02	1.101001e+00
6.316705527615764e+01	7.472607e+02	1.101001e+00
6.335742727615740e+01	7.472607e+02	1.101001e+00
6.354780027615717e+01	7.472607e+02	1.101001e+00
6.373817527615693e+01	7.472607e+02	1.101001e+00
6.392855427615670e+01	7.472607e+02	1.101001e+00
6.411894127615604e+01	7.472607e+02	1.101001e+00
6.430934427615514e+01	7.472607e+02	1.101001e+00
6.449977927615424e+01	7.472607e+02	1.101001e+00
6.469027827615335e+01	7.472607e+02	1.101001e+00
6.488090527615245e+01	7.472607e+02	1.101001e+00
6.507178827615155e+01	7.472607e+02	1.101001e+00
6.526318327615066e+01	7.472607e+02	1.101001e+00
6.545355527614976e+01	7.472607e+02	1.101001e+00
6.564392827614886e+01	7.472607e+02	1.101001e+00
6.583430327614796e+01	7.472607e+02	1.101001e+00
6.602468227614706e+01	7.472607e+02	1.101001e+00
6.621506927614617e+01	7.472607e+02	1.101001e+00
6.640547227614528e+01	7.472607e+02	1.101001e+00
6.659590727614437e+01	7.472607e+02	1.101001e+00
6.678640627614348e+01	7.472607e+02	1.101001e+00
6.697703327614258e+01	7.472607e+02	1.101001e+00
6.716791627614168e+01	7.472607e+02	1.101001e+00
6.735931127614079e+01	7.472607e+02	1.101001e+00
6.754968327613989e+01	7.472607e+02	1.101001e+00
6.774005627613899e+01	7.472607e+02	1.101001e+00
6.793043127613809e+01	7.472607e+02	1.101001e+00
6.812081027613719e+01	7.472607e+02	1.101001e+00
