time	V(rpm)	I(L1)
2.000112351353034e+01	-3.913983e+01	2.971346e-01
2.000125922781606e+01	-3.903479e+01	3.295172e-01
2.000139494210177e+01	-3.891590e+01	3.618853e-01
2.000153065638749e+01	-3.878317e+01	3.942387e-01
2.000166637067320e+01	-3.863659e+01	4.265774e-01
2.000180208495892e+01	-3.847616e+01	4.589015e-01
2.000193779924464e+01	-3.830188e+01	4.912110e-01
2.000193979924464e+01	-3.829921e+01	4.916868e-01
2.000228079924464e+01	-3.779938e+01	5.727332e-01
2.000262179924464e+01	-3.721350e+01	6.536297e-01
2.000296279924465e+01	-3.654156e+01	7.343765e-01
2.000330379924465e+01	-3.578356e+01	8.149735e-01
2.000364479924466e+01	-3.493950e+01	8.954207e-01
2.000398579924466e+01	-3.400939e+01	9.757181e-01
2.000432679924467e+01	-3.299322e+01	1.055866e+00
2.000433079924467e+01	-3.298080e+01	1.056805e+00
2.000467179924467e+01	-3.187858e+01	1.136803e+00
2.000501279924467e+01	-3.069227e+01	1.216654e+00
2.000535379924468e+01	-2.942188e+01	1.296359e+00
2.000569479924468e+01	-2.806739e+01	1.375917e+00
2.000603579924469e+01	-2.662882e+01	1.455329e+00
2.000637679924469e+01	-2.510616e+01	1.534595e+00
2.000671779924470e+01	-2.349941e+01	1.613714e+00
2.000671879924470e+01	-2.349458e+01	1.613946e+00
2.000705979924470e+01	-2.180448e+01	1.692920e+00
2.000740079924471e+01	-2.003222e+01	1.771751e+00
2.000774179924471e+01	-1.817779e+01	1.850439e+00
2.000808279924471e+01	-1.624119e+01	1.928984e+00
2.000842379924472e+01	-1.422243e+01	2.007385e+00
2.000876479924472e+01	-1.212150e+01	2.085644e+00
2.000910579924473e+01	-9.938400e+00	2.163760e+00
2.000910779924473e+01	-9.925359e+00	2.164217e+00
2.000923910254424e+01	-9.063113e+00	2.194338e+00
2.000937040584375e+01	-8.188881e+00	2.224388e+00
2.000950170914327e+01	-7.302660e+00	2.254368e+00
2.000963301244278e+01	-6.404453e+00	2.284276e+00
2.000976431574229e+01	-5.494258e+00	2.314114e+00
2.000989561904180e+01	-4.572075e+00	2.343882e+00
2.001002692234131e+01	-3.637905e+00	2.373578e+00
2.001007377948417e+01	-3.301531e+00	2.380693e+00
2.001012063662703e+01	-2.964692e+00	2.386657e+00
2.001016749376989e+01	-2.627389e+00	2.391469e+00
2.001021435091275e+01	-2.289621e+00	2.395130e+00
2.001026120805561e+01	-1.951389e+00	2.397640e+00
2.001030806519847e+01	-1.612693e+00	2.398999e+00
2.001035492234132e+01	-1.273532e+00	2.399206e+00
2.001044563662704e+01	-6.173856e-01	2.399734e+00
2.001053635091275e+01	3.835049e-02	2.399944e+00
2.001062706519847e+01	6.936765e-01	2.399839e+00
2.001071777948418e+01	1.348592e+00	2.399418e+00
2.001080849376989e+01	2.003098e+00	2.398680e+00
2.001089920805560e+01	2.657193e+00	2.397626e+00
2.001098992234132e+01	3.310879e+00	2.396256e+00
2.001238006519845e+01	1.325077e+01	2.379002e+00
2.001377020805559e+01	2.306211e+01	2.361960e+00
2.001516035091272e+01	3.274491e+01	2.345130e+00
2.001655049376985e+01	4.229916e+01	2.328511e+00
2.001794063662699e+01	5.172486e+01	2.312104e+00
2.001933077948412e+01	6.102201e+01	2.295908e+00
2.002072092234125e+01	7.019062e+01	2.279924e+00
2.002073692234125e+01	7.029548e+01	2.279742e+00
2.002339035091266e+01	8.743602e+01	2.249896e+00
2.002604377948407e+01	1.041680e+02	2.220763e+00
2.002869720805548e+01	1.204914e+02	2.192340e+00
2.003135063662689e+01	1.364063e+02	2.164629e+00
2.003400406519830e+01	1.519126e+02	2.137629e+00
2.003665749376971e+01	1.670104e+02	2.111341e+00
2.003931092234112e+01	1.816996e+02	2.085763e+00
2.003937492234112e+01	1.820499e+02	2.085154e+00
2.004202392234110e+01	1.963373e+02	2.060276e+00
2.004467292234108e+01	2.102848e+02	2.035991e+00
2.004732192234106e+01	2.238922e+02	2.012297e+00
2.004997092234104e+01	2.371595e+02	1.989196e+00
2.005261992234102e+01	2.500869e+02	1.966687e+00
2.005526892234101e+01	2.626742e+02	1.944769e+00
2.005791792234099e+01	2.749216e+02	1.923444e+00
2.005791992234099e+01	2.749307e+02	1.923428e+00
2.006082477948382e+01	2.880040e+02	1.900665e+00
2.006372963662666e+01	3.007384e+02	1.878492e+00
2.006663449376950e+01	3.131337e+02	1.856909e+00
2.006953935091234e+01	3.251901e+02	1.835916e+00
2.007244420805518e+01	3.369074e+02	1.815513e+00
2.007534906519802e+01	3.482858e+02	1.795701e+00
2.007825392234086e+01	3.593253e+02	1.776479e+00
2.007825592234086e+01	3.593328e+02	1.776466e+00
2.008291849376942e+01	3.763748e+02	1.746792e+00
2.008758106519797e+01	3.927404e+02	1.718296e+00
2.009224363662653e+01	4.084297e+02	1.690978e+00
2.009690620805509e+01	4.234425e+02	1.664837e+00
2.010156877948365e+01	4.377790e+02	1.639875e+00
2.010623135091220e+01	4.514390e+02	1.616090e+00
2.011089392234076e+01	4.644227e+02	1.593482e+00
2.011089592234076e+01	4.644281e+02	1.593473e+00
2.011555849376932e+01	4.768532e+02	1.571838e+00
2.012022106519787e+01	4.887852e+02	1.551062e+00
2.012488363662643e+01	5.002240e+02	1.531145e+00
2.012954620805499e+01	5.111696e+02	1.512086e+00
2.013420877948355e+01	5.216221e+02	1.493886e+00
2.013887135091210e+01	5.315814e+02	1.476545e+00
2.014353392234066e+01	5.410476e+02	1.460062e+00
2.014353592234066e+01	5.410516e+02	1.460055e+00
2.015156477948351e+01	5.562798e+02	1.433539e+00
2.015959363662636e+01	5.705522e+02	1.408688e+00
2.016762249376920e+01	5.838689e+02	1.385501e+00
2.017565135091206e+01	5.962299e+02	1.363978e+00
2.018368020805490e+01	6.076352e+02	1.344119e+00
2.019170906519775e+01	6.180847e+02	1.325924e+00
2.019973792234060e+01	6.275785e+02	1.309393e+00
2.019999392234060e+01	6.278748e+02	1.308877e+00
2.021300735091203e+01	6.416105e+02	1.284961e+00
2.022602077948345e+01	6.540988e+02	1.263216e+00
2.023903420805488e+01	6.653399e+02	1.243643e+00
2.025204763662630e+01	6.753337e+02	1.226241e+00
2.026506106519773e+01	6.840802e+02	1.211012e+00
2.027807449376916e+01	6.915794e+02	1.197954e+00
2.029108792234058e+01	6.978314e+02	1.187068e+00
2.029115192234058e+01	6.978620e+02	1.187015e+00
2.031834777948345e+01	7.082292e+02	1.168963e+00
2.034554363662632e+01	7.171205e+02	1.153481e+00
2.037273949376920e+01	7.245358e+02	1.140570e+00
2.039993535091206e+01	7.304752e+02	1.130228e+00
2.042713120805493e+01	7.349386e+02	1.122456e+00
2.045432706519781e+01	7.379261e+02	1.117254e+00
2.048152292234068e+01	7.394377e+02	1.114622e+00
2.048165092234068e+01	7.394474e+02	1.114606e+00
2.050884677948355e+01	7.410872e+02	1.111750e+00
2.053604263662642e+01	7.424935e+02	1.109302e+00
2.056323849376929e+01	7.436663e+02	1.107260e+00
2.059043435091216e+01	7.446058e+02	1.105624e+00
2.061763020805503e+01	7.453117e+02	1.104395e+00
2.064482606519790e+01	7.457842e+02	1.103572e+00
2.067202192234077e+01	7.460233e+02	1.103155e+00
2.067227792234077e+01	7.460264e+02	1.103150e+00
2.086316092234087e+01	7.470662e+02	1.101340e+00
2.105455592234096e+01	7.472302e+02	1.101054e+00
2.124492792234106e+01	7.472559e+02	1.101009e+00
2.143530092234115e+01	7.472599e+02	1.101002e+00
2.162567592234125e+01	7.472606e+02	1.101001e+00
2.181605492234134e+01	7.472607e+02	1.101001e+00
2.200644192234144e+01	7.472607e+02	1.101001e+00
2.219684492234153e+01	7.472607e+02	1.101001e+00
2.238727992234163e+01	7.472607e+02	1.101001e+00
2.257777892234172e+01	7.472607e+02	1.101001e+00
2.276840592234182e+01	7.472607e+02	1.101001e+00
2.295928892234191e+01	7.472607e+02	1.101001e+00
2.315068392234201e+01	7.472607e+02	1.101001e+00
2.334105592234210e+01	7.472607e+02	1.101001e+00
2.353142892234220e+01	7.472607e+02	1.101001e+00
2.372180392234229e+01	7.472607e+02	1.101001e+00
2.391218292234239e+01	7.472607e+02	1.101001e+00
2.410256992234248e+01	7.472607e+02	1.101001e+00
2.429297292234258e+01	7.472607e+02	1.101001e+00
2.448340792234267e+01	7.472607e+02	1.101001e+00
2.467390692234277e+01	7.472607e+02	1.101001e+00
2.486453392234286e+01	7.472607e+02	1.101001e+00
2.505541692234296e+01	7.472607e+02	1.101001e+00
2.524681192234305e+01	7.472607e+02	1.101001e+00
2.543718392234315e+01	7.472607e+02	1.101001e+00
2.562755692234324e+01	7.472607e+02	1.101001e+00
2.581793192234334e+01	7.472607e+02	1.101001e+00
2.600831092234343e+01	7.472607e+02	1.101001e+00
2.619869792234353e+01	7.472607e+02	1.101001e+00
2.638910092234362e+01	7.472607e+02	1.101001e+00
2.657953592234372e+01	7.472607e+02	1.101001e+00
2.677003492234381e+01	7.472607e+02	1.101001e+00
2.696066192234391e+01	7.472607e+02	1.101001e+00
2.715154492234400e+01	7.472607e+02	1.101001e+00
2.734293992234410e+01	7.472607e+02	1.101001e+00
2.753331192234419e+01	7.472607e+02	1.101001e+00
2.772368492234429e+01	7.472607e+02	1.101001e+00
2.791405992234438e+01	7.472607e+02	1.101001e+00
2.810443892234448e+01	7.472607e+02	1.101001e+00
2.829482592234457e+01	7.472607e+02	1.101001e+00
2.848522892234467e+01	7.472607e+02	1.101001e+00
2.867566392234476e+01	7.472607e+02	1.101001e+00
2.886616292234486e+01	7.472607e+02	1.101001e+00
2.905678992234495e+01	7.472607e+02	1.101001e+00
2.924767292234505e+01	7.472607e+02	1.101001e+00
2.943906792234514e+01	7.472607e+02	1.101001e+00
2.962943992234524e+01	7.472607e+02	1.101001e+00
2.981981292234533e+01	7.472607e+02	1.101001e+00
3.001001053847068e+01	7.472607e+02	1.100807e+00
3.001007376929478e+01	7.472604e+02	1.097638e+00
3.001015876929478e+01	7.472595e+02	1.085347e+00
3.001024376929479e+01	7.472539e+02	1.071580e+00
3.001032876929479e+01	7.472436e+02	1.056337e+00
3.001041376929479e+01	7.472286e+02	1.039617e+00
3.001049876929479e+01	7.472090e+02	1.021422e+00
3.001058376929480e+01	7.471846e+02	1.001750e+00
3.001066876929480e+01	7.471556e+02	9.806023e-01
3.001253676929482e+01	7.451332e+02	5.361854e-01
3.001284119786625e+01	7.445559e+02	4.640593e-01
3.001314562643769e+01	7.439102e+02	3.920521e-01
3.001345005500912e+01	7.431962e+02	3.201637e-01
3.001375448358055e+01	7.424140e+02	2.483943e-01
3.001405891215198e+01	7.415635e+02	1.767437e-01
3.001436334072342e+01	7.406447e+02	1.052120e-01
3.001466776929485e+01	7.396577e+02	3.379922e-02
3.001470434072342e+01	7.395346e+02	2.522812e-02
3.001474091215199e+01	7.394105e+02	1.665871e-02
3.001477748358057e+01	7.392855e+02	8.091002e-03
3.001481405500914e+01	7.391595e+02	-4.750099e-04
3.001485062643771e+01	7.390326e+02	-9.039326e-03
3.001488719786628e+01	7.389046e+02	-1.760195e-02
3.001492376929485e+01	7.387757e+02	-2.616287e-02
3.001492476929485e+01	7.387722e+02	-2.639693e-02
3.001526576929486e+01	7.375225e+02	-1.061378e-01
3.001560676929486e+01	7.361891e+02	-1.857331e-01
3.001594776929487e+01	7.347722e+02	-2.651828e-01
3.001628876929487e+01	7.332717e+02	-3.444869e-01
3.001662976929488e+01	7.316875e+02	-4.236454e-01
3.001697076929488e+01	7.300198e+02	-5.026584e-01
3.001731176929488e+01	7.282684e+02	-5.815258e-01
3.001731376929488e+01	7.282579e+02	-5.819880e-01
3.001765476929489e+01	7.264235e+02	-6.607107e-01
3.001799576929489e+01	7.245073e+02	-7.392911e-01
3.001833676929490e+01	7.225094e+02	-8.177293e-01
3.001867776929490e+01	7.204299e+02	-8.960252e-01
3.001901876929491e+01	7.182686e+02	-9.741789e-01
3.001935976929491e+01	7.160257e+02	-1.052190e+00
3.001970076929491e+01	7.137011e+02	-1.130059e+00
3.001970476929491e+01	7.136733e+02	-1.130972e+00
3.002000000000000e+01	7.115953e+02	-1.198276e+00
3.002006811271854e+01	7.111066e+02	-1.209227e+00
3.002013622543708e+01	7.106170e+02	-1.218070e+00
3.002020433815562e+01	7.101267e+02	-1.224805e+00
3.002027245087416e+01	7.096356e+02	-1.229431e+00
3.002034056359270e+01	7.091436e+02	-1.231950e+00
3.002040867631124e+01	7.086509e+02	-1.232360e+00
3.002047678902978e+01	7.081573e+02	-1.230662e+00
3.002259493188691e+01	6.929990e+02	-1.205391e+00
3.002471307474404e+01	6.781334e+02	-1.180375e+00
3.002683121760116e+01	6.635603e+02	-1.155613e+00
3.002894936045829e+01	6.492797e+02	-1.131105e+00
3.003106750331542e+01	6.352918e+02	-1.106852e+00
3.003318564617254e+01	6.215964e+02	-1.082853e+00
3.003530378902967e+01	6.081936e+02	-1.059108e+00
3.003533578902967e+01	6.079930e+02	-1.058759e+00
3.003799378902966e+01	5.915710e+02	-1.030165e+00
3.004065178902963e+01	5.755410e+02	-1.002253e+00
3.004330978902962e+01	5.599031e+02	-9.750240e-01
3.004596778902960e+01	5.446573e+02	-9.484778e-01
3.004862578902958e+01	5.298035e+02	-9.226141e-01
3.005128378902956e+01	5.153417e+02	-8.974332e-01
3.005394178902954e+01	5.012721e+02	-8.729348e-01
3.005394278902954e+01	5.012668e+02	-8.729257e-01
3.005659193188666e+01	4.875967e+02	-8.491230e-01
3.005924107474379e+01	4.742519e+02	-8.258868e-01
3.006189021760091e+01	4.612324e+02	-8.032172e-01
3.006453936045804e+01	4.485383e+02	-7.811140e-01
3.006718850331516e+01	4.361695e+02	-7.595773e-01
3.006983764617229e+01	4.241261e+02	-7.386071e-01
3.007248678902941e+01	4.124080e+02	-7.182034e-01
3.007249078902941e+01	4.123905e+02	-7.181730e-01
3.007588007474368e+01	3.978368e+02	-6.928320e-01
3.007926936045795e+01	3.837188e+02	-6.682495e-01
3.008265864617222e+01	3.700365e+02	-6.444256e-01
3.008604793188648e+01	3.567897e+02	-6.213602e-01
3.008943721760075e+01	3.439786e+02	-5.990534e-01
3.009282650331502e+01	3.316032e+02	-5.775051e-01
3.009621578902929e+01	3.196634e+02	-5.567154e-01
3.009627978902929e+01	3.194410e+02	-5.563282e-01
3.010063407474356e+01	3.046852e+02	-5.306351e-01
3.010498836045783e+01	2.904807e+02	-5.059020e-01
3.010934264617211e+01	2.768276e+02	-4.821291e-01
3.011369693188638e+01	2.637259e+02	-4.593163e-01
3.011805121760065e+01	2.511756e+02	-4.374635e-01
3.012240550331493e+01	2.391767e+02	-4.165709e-01
3.012675978902920e+01	2.277292e+02	-3.966383e-01
3.012891978902919e+01	2.221998e+02	-3.870104e-01
3.013312907474347e+01	2.117898e+02	-3.688844e-01
3.013733836045774e+01	2.017573e+02	-3.514157e-01
3.014154764617201e+01	1.921024e+02	-3.346044e-01
3.014575693188629e+01	1.828249e+02	-3.184504e-01
3.014996621760056e+01	1.739250e+02	-3.029538e-01
3.015417550331483e+01	1.654026e+02	-2.881145e-01
3.015838478902911e+01	1.572578e+02	-2.739325e-01
3.015947921760053e+01	1.551849e+02	-2.703232e-01
3.016057364617196e+01	1.531333e+02	-2.667509e-01
3.016166807474339e+01	1.511029e+02	-2.632156e-01
3.016276250331482e+01	1.490938e+02	-2.597174e-01
3.016385693188624e+01	1.471061e+02	-2.562562e-01
3.016495136045767e+01	1.451396e+02	-2.528321e-01
3.016604578902910e+01	1.431943e+02	-2.494450e-01
3.016604978902910e+01	1.431872e+02	-2.494327e-01
3.017002721760052e+01	1.363103e+02	-2.374586e-01
3.017400464617195e+01	1.296706e+02	-2.258973e-01
3.017798207474337e+01	1.232678e+02	-2.147488e-01
3.018195950331480e+01	1.171022e+02	-2.040131e-01
3.018593693188622e+01	1.111737e+02	-1.936903e-01
3.018991436045765e+01	1.054823e+02	-1.837803e-01
3.019389178902907e+01	1.000280e+02	-1.742832e-01
3.019765578902907e+01	9.505076e+01	-1.656168e-01
3.020141978902906e+01	9.023689e+01	-1.572349e-01
3.020518378902906e+01	8.558634e+01	-1.491372e-01
3.020894778902905e+01	8.109910e+01	-1.413240e-01
3.021271178902905e+01	7.677518e+01	-1.337951e-01
3.021647578902905e+01	7.261458e+01	-1.265507e-01
3.022023978902904e+01	6.861729e+01	-1.195905e-01
3.022429778902904e+01	6.445267e+01	-1.123390e-01
3.022769493188618e+01	6.109812e+01	-1.064980e-01
3.023109207474333e+01	5.784395e+01	-1.008318e-01
3.023448921760047e+01	5.469013e+01	-9.534036e-02
3.023788636045761e+01	5.163668e+01	-9.002365e-02
3.024128350331475e+01	4.868359e+01	-8.488169e-02
3.024468064617189e+01	4.583087e+01	-7.991450e-02
3.024807778902904e+01	4.307851e+01	-7.512205e-02
3.025118336045761e+01	4.063811e+01	-7.087280e-02
3.025428893188618e+01	3.826498e+01	-6.674067e-02
3.025739450331475e+01	3.595912e+01	-6.272567e-02
3.026050007474332e+01	3.372052e+01	-5.882780e-02
3.026360564617189e+01	3.154920e+01	-5.504706e-02
3.026671121760047e+01	2.944514e+01	-5.138344e-02
3.026981678902904e+01	2.740834e+01	-4.783695e-02
3.027268478902904e+01	2.557964e+01	-4.465279e-02
3.027555278902904e+01	2.379779e+01	-4.155021e-02
3.027842078902903e+01	2.206280e+01	-3.852921e-02
3.028128878902904e+01	2.037466e+01	-3.558980e-02
3.028415678902904e+01	1.873337e+01	-3.273196e-02
3.028702478902904e+01	1.713893e+01	-2.995571e-02
3.028989278902904e+01	1.559135e+01	-2.726103e-02
3.029243264617189e+01	1.425512e+01	-2.493438e-02
3.029497250331475e+01	1.294955e+01	-2.266111e-02
3.029751236045761e+01	1.167465e+01	-2.044123e-02
3.030005221760047e+01	1.043040e+01	-1.827473e-02
3.030259207474332e+01	9.216820e+00	-1.616162e-02
3.030513193188618e+01	8.033896e+00	-1.410190e-02
3.030767178902904e+01	6.881633e+00	-1.209556e-02
3.031001121760047e+01	5.844366e+00	-1.028946e-02
3.031235064617190e+01	4.829099e+00	-8.521664e-03
3.031469007474333e+01	3.835833e+00	-6.792175e-03
3.031702950331476e+01	2.864567e+00	-5.100994e-03
3.031936893188619e+01	1.915301e+00	-3.448121e-03
3.032170836045762e+01	9.880367e-01	-1.833555e-03
3.032404778902905e+01	8.277258e-02	-2.572970e-04
3.032455978902905e+01	-1.125443e-01	8.279135e-05
3.032689921760048e+01	-9.935868e-01	1.616874e-03
3.032923864617191e+01	-1.855878e+00	3.118308e-03
3.033157807474334e+01	-2.699419e+00	4.587092e-03
3.033391750331477e+01	-3.524208e+00	6.023226e-03
3.033625693188620e+01	-4.330246e+00	7.426710e-03
3.033859636045763e+01	-5.117533e+00	8.797545e-03
3.034093578902906e+01	-5.886069e+00	1.013573e-02
3.034196836045763e+01	-6.220421e+00	1.071791e-02
3.034300093188620e+01	-6.551496e+00	1.129438e-02
3.034403350331477e+01	-6.879295e+00	1.186515e-02
3.034506607474335e+01	-7.203816e+00	1.243021e-02
3.034609864617192e+01	-7.525061e+00	1.298956e-02
3.034713121760049e+01	-7.843029e+00	1.354322e-02
3.034816378902906e+01	-8.157721e+00	1.409116e-02
3.034822778902906e+01	-8.177126e+00	1.412495e-02
3.035274250331478e+01	-9.510997e+00	1.644750e-02
3.035725721760049e+01	-1.079330e+01	1.868026e-02
3.036177193188621e+01	-1.202402e+01	2.082322e-02
3.036628664617193e+01	-1.320318e+01	2.287638e-02
3.037080136045764e+01	-1.433077e+01	2.483975e-02
3.037531607474336e+01	-1.540678e+01	2.671332e-02
3.037983078902907e+01	-1.643122e+01	2.849709e-02
3.038758207474336e+01	-1.807926e+01	3.136667e-02
3.039533336045764e+01	-1.962669e+01	3.406108e-02
3.040308464617193e+01	-2.107351e+01	3.658031e-02
3.041083593188621e+01	-2.241973e+01	3.892437e-02
3.041858721760050e+01	-2.366535e+01	4.109325e-02
3.042633850331478e+01	-2.481036e+01	4.308696e-02
3.043408978902907e+01	-2.585477e+01	4.490550e-02
3.044900921760049e+01	-2.762493e+01	4.798772e-02
3.046392864617192e+01	-2.921810e+01	5.076178e-02
3.047884807474335e+01	-3.063430e+01	5.322768e-02
3.049376750331478e+01	-3.187351e+01	5.538541e-02
3.050868693188621e+01	-3.293574e+01	5.723498e-02
3.052360636045764e+01	-3.382099e+01	5.877638e-02
3.053852578902907e+01	-3.452925e+01	6.000962e-02
3.055959007474335e+01	-3.539402e+01	6.151537e-02
3.058065436045764e+01	-3.615036e+01	6.283232e-02
3.060171864617192e+01	-3.679827e+01	6.396047e-02
3.062278293188621e+01	-3.733776e+01	6.489983e-02
3.064384721760050e+01	-3.776882e+01	6.565040e-02
3.066491150331478e+01	-3.809145e+01	6.621217e-02
3.068597578902907e+01	-3.830566e+01	6.658515e-02
3.072459407474335e+01	-3.862189e+01	6.713578e-02
3.076321236045764e+01	-3.888525e+01	6.759435e-02
3.080183064617193e+01	-3.909574e+01	6.796086e-02
3.084044893188621e+01	-3.925336e+01	6.823530e-02
3.087906721760050e+01	-3.935810e+01	6.841768e-02
3.091768550331478e+01	-3.940997e+01	6.850799e-02
3.095630378902907e+01	-3.940896e+01	6.850624e-02
3.172658378902906e+01	-3.949576e+01	6.865737e-02
3.395857978902905e+01	-3.949581e+01	6.865746e-02
3.621540878902903e+01	-3.949581e+01	6.865746e-02
3.844359478902901e+01	-3.949581e+01	6.865746e-02
4.000000000000000e+01	-3.949581e+01	6.865746e-02
4.000001949704738e+01	-3.949587e+01	6.904774e-02
4.000003899409477e+01	-3.949584e+01	6.979515e-02
4.000005849114215e+01	-3.949571e+01	7.089969e-02
4.000007798818953e+01	-3.949548e+01	7.236135e-02
4.000009748523691e+01	-3.949516e+01	7.418014e-02
4.000011698228430e+01	-3.949474e+01	7.635605e-02
4.000013647933168e+01	-3.949423e+01	7.888909e-02
4.000015690790310e+01	-3.949351e+01	8.177681e-02
4.000017733647453e+01	-3.949256e+01	8.484078e-02
4.000019776504595e+01	-3.949140e+01	8.808102e-02
4.000021819361738e+01	-3.949001e+01	9.149751e-02
4.000023862218880e+01	-3.948840e+01	9.509026e-02
4.000025905076023e+01	-3.948656e+01	9.885927e-02
4.000027947933165e+01	-3.948450e+01	1.028045e-01
4.000029176504593e+01	-3.948313e+01	1.052089e-01
4.000030405076021e+01	-3.948166e+01	1.076452e-01
4.000031633647449e+01	-3.948010e+01	1.101136e-01
4.000032862218877e+01	-3.947843e+01	1.126140e-01
4.000034090790305e+01	-3.947667e+01	1.151464e-01
4.000035319361734e+01	-3.947481e+01	1.177109e-01
4.000036547933161e+01	-3.947285e+01	1.203074e-01
4.000037247933161e+01	-3.947169e+01	1.217948e-01
4.000039205076017e+01	-3.946827e+01	1.260054e-01
4.000041162218874e+01	-3.946458e+01	1.302567e-01
4.000043119361730e+01	-3.946062e+01	1.345487e-01
4.000045076504585e+01	-3.945640e+01	1.388813e-01
4.000047033647441e+01	-3.945191e+01	1.432546e-01
4.000048990790298e+01	-3.944715e+01	1.476685e-01
4.000050947933154e+01	-3.944212e+01	1.521231e-01
4.000055690790295e+01	-3.942879e+01	1.630461e-01
4.000060433647435e+01	-3.941379e+01	1.740317e-01
4.000065176504576e+01	-3.939712e+01	1.850800e-01
4.000069919361716e+01	-3.937878e+01	1.961908e-01
4.000074662218857e+01	-3.935878e+01	2.073644e-01
4.000079405075997e+01	-3.933710e+01	2.186005e-01
4.000084147933138e+01	-3.931375e+01	2.298993e-01
4.000084547933137e+01	-3.931171e+01	2.308498e-01
4.000111362218838e+01	-3.914668e+01	2.948568e-01
4.000138176504539e+01	-3.892775e+01	3.587965e-01
4.000164990790240e+01	-3.865493e+01	4.226689e-01
4.000191805075941e+01	-3.832821e+01	4.864742e-01
4.000218619361642e+01	-3.794760e+01	5.502123e-01
4.000245433647343e+01	-3.751309e+01	6.138831e-01
4.000272247933044e+01	-3.702468e+01	6.774868e-01
4.000323347933019e+01	-3.594674e+01	7.983651e-01
4.000357447933002e+01	-3.511925e+01	8.788412e-01
4.000391547932986e+01	-3.420677e+01	9.591692e-01
4.000425647932968e+01	-3.320931e+01	1.039349e+00
4.000459747932952e+01	-3.212686e+01	1.119381e+00
4.000493847932935e+01	-3.095943e+01	1.199266e+00
4.000527947932918e+01	-2.970701e+01	1.279002e+00
4.000562047932901e+01	-2.836961e+01	1.358590e+00
4.000562247932901e+01	-2.836152e+01	1.359056e+00
4.000596347932884e+01	-2.693962e+01	1.438497e+00
4.000630447932868e+01	-2.543469e+01	1.517794e+00
4.000664547932850e+01	-2.384671e+01	1.596946e+00
4.000698647932834e+01	-2.217569e+01	1.675953e+00
4.000732747932817e+01	-2.042162e+01	1.754815e+00
4.000766847932800e+01	-1.858452e+01	1.833534e+00
4.000800947932783e+01	-1.666436e+01	1.912107e+00
4.000801347932783e+01	-1.664136e+01	1.913028e+00
4.000830081286482e+01	-1.495903e+01	1.979191e+00
4.000858814640181e+01	-1.321898e+01	2.045212e+00
4.000887547993879e+01	-1.142121e+01	2.111090e+00
4.000916281347579e+01	-9.565733e+00	2.176824e+00
4.000945014701278e+01	-7.652536e+00	2.242416e+00
4.000973748054977e+01	-5.681623e+00	2.307864e+00
4.001002481408675e+01	-3.652995e+00	2.373170e+00
4.001007167122961e+01	-3.316666e+00	2.380380e+00
4.001011852837246e+01	-2.979864e+00	2.386426e+00
4.001016538551531e+01	-2.642591e+00	2.391305e+00
4.001021224265817e+01	-2.304845e+00	2.395020e+00
4.001025909980103e+01	-1.966627e+00	2.397568e+00
4.001030595694387e+01	-1.627936e+00	2.398951e+00
4.001035281408673e+01	-1.288774e+00	2.399169e+00
4.001044352837244e+01	-6.326253e-01	2.399717e+00
4.001053424265816e+01	2.311506e-02	2.399944e+00
4.001062495694387e+01	6.784474e-01	2.399852e+00
4.001071567122958e+01	1.333372e+00	2.399440e+00
4.001080638551529e+01	1.987888e+00	2.398707e+00
4.001089709980101e+01	2.641996e+00	2.397654e+00
4.001098781408673e+01	3.295696e+00	2.396281e+00
4.001116124265815e+01	4.543622e+00	2.394157e+00
4.001133467122958e+01	5.789467e+00	2.392025e+00
4.001150809980101e+01	7.033230e+00	2.389888e+00
4.001168152837243e+01	8.274912e+00	2.387743e+00
4.001185495694386e+01	9.514513e+00	2.385592e+00
4.001202838551529e+01	1.075203e+01	2.383433e+00
4.001220181408672e+01	1.198747e+01	2.381269e+00
4.001220981408672e+01	1.204441e+01	2.381169e+00
4.001444024265813e+01	2.773112e+01	2.353855e+00
4.001667067122954e+01	4.309987e+01	2.327095e+00
4.001890109980096e+01	5.815065e+01	2.300889e+00
4.002113152837236e+01	7.288346e+01	2.275236e+00
4.002336195694378e+01	8.729830e+01	2.250136e+00
4.002559238551519e+01	1.013952e+02	2.225591e+00
4.002782281408660e+01	1.151741e+02	2.201599e+00
4.003079981408658e+01	1.331297e+02	2.170334e+00
4.003345781408657e+01	1.487057e+02	2.143213e+00
4.003611581408655e+01	1.639098e+02	2.116739e+00
4.003877381408653e+01	1.787420e+02	2.090913e+00
4.004143181408651e+01	1.932024e+02	2.065735e+00
4.004408981408649e+01	2.072910e+02	2.041203e+00
4.004674781408647e+01	2.210077e+02	2.017320e+00
4.004940581408646e+01	2.343525e+02	1.994084e+00
4.004940681408645e+01	2.343575e+02	1.994075e+00
4.005205595694358e+01	2.473234e+02	1.971498e+00
4.005470509980070e+01	2.599807e+02	1.949459e+00
4.005735424265782e+01	2.723294e+02	1.927958e+00
4.006000338551495e+01	2.843695e+02	1.906993e+00
4.006265252837208e+01	2.961011e+02	1.886566e+00
4.006530167122920e+01	3.075241e+02	1.866676e+00
4.006795081408632e+01	3.186385e+02	1.847324e+00
4.006795481408632e+01	3.186551e+02	1.847295e+00
4.007194024265769e+01	3.348239e+02	1.819141e+00
